exec time,2023-09-07-19-09-03.006
no. reads,100
interval,100
file size,512
Instant,AMAZONS3
0,0
30,0
60,0
180,0
300,0
600,1
900,4
1800,5
2700,6
3600,6
4500,23
5400,71
6300,100
