exec time,2023-09-12-08-24-38.237
no. reads,1000
interval,10
file size,512000
Instant,AMAZONS3
0,32
30,35
60,37
180,42
300,47
600,50
900,70
1800,96
2700,103
3600,388
4500,857
5400,1000
