exec time,2023-09-22-01-40-37.383
no. reads,1000
interval,1000
file size,512
Instant,AMAZONS3
0,0
30,0
60,0
180,0
300,0
600,0
900,0
1800,0
2700,288
3600,627
4500,961
5400,1000
