exec time,2023-09-07-00-37-05.139
no. reads,1000
interval,1
file size,1024
Instant,AMAZONS3
0,0
30,0
60,0
180,0
300,0
600,0
900,0
1800,0
2700,223
3600,562
4500,981
5400,998
6300,998
7200,998
8100,998
9000,998
9900,998
10800,998
11700,998
12600,998
13500,998
14400,998
15300,998
16200,998
17100,998
18000,998
