exec time,2023-09-04-21-22-40.357
no. reads,100
interval,1000
file size,1024
Instant,AMAZONS3
0,0
30,0
60,0
180,0
300,0
600,0
900,0
1800,0
2700,0
3600,20
4500,55
5400,94
6300,100
