exec time,2023-09-05-11-19-20.095
no. reads,100
interval,100
file size,512000
Instant,AMAZONS3
0,0
30,0
60,0
180,0
300,0
600,0
900,0
1800,0
2700,0
3600,11
4500,54
5400,99
6300,100
