exec time,2023-09-17-04-06-20.819
no. reads,1000
interval,0
file size,512000
Instant,AMAZONS3
0,0
30,0
60,0
180,0
300,0
600,32
900,151
1800,527
2700,763
3600,763
4500,814
5400,939
6300,1000
