exec time,2023-09-07-19-05-25.838
no. reads,100
interval,10
file size,512
Instant,AMAZONS3
0,0
30,0
60,0
180,0
300,0
600,0
900,2
1800,3
2700,5
3600,5
4500,24
5400,52
6300,91
7200,100
