exec time,2023-09-04-21-26-07.260
no. reads,100
interval,0
file size,2048
Instant,AMAZONS3
0,0
30,0
60,0
180,0
300,0
600,0
900,0
1800,0
2700,0
3600,33
4500,70
5400,98
6300,100
