exec time,2023-09-04-14-00-54.720
no. reads,100
interval,1
file size,64
Instant,AMAZONS3
0,0
30,0
60,0
180,0
300,0
600,0
900,3
1800,34
2700,58
3600,60
4500,71
5400,82
6300,98
7200,100
