exec time,2023-08-30-00-25-28.558
no. reads,10
interval,1
file size,64
Instant,AMAZONS3
0,0
30,0
60,0
180,0
300,0
600,0
900,0
1800,0
2700,0
3600,3
4500,9
5400,10
