exec time,2023-09-14-00-03-46.340
no. reads,1000
interval,10
file size,102400
Instant,AMAZONS3
0,4
30,4
60,4
180,4
300,4
600,13
900,143
1800,512
2700,828
3600,860
4500,882
5400,955
6300,1000
