exec time,2023-09-06-19-11-50.766
no. reads,1000
interval,1000
file size,256
Instant,AMAZONS3
0,0
30,3
60,3
180,15
300,44
600,178
900,302
1800,646
2700,709
3600,721
4500,829
5400,947
6300,1000
