exec time,2023-09-04-16-02-03.076
no. reads,100
interval,1
file size,256
Instant,AMAZONS3
0,0
30,0
60,0
180,0
300,0
600,0
900,2
1800,4
2700,9
3600,10
4500,19
5400,68
6300,100
