exec time,2023-08-30-00-25-58.673
no. reads,10
interval,10
file size,64
Instant,AMAZONS3
0,0
30,0
60,0
180,0
300,0
600,0
900,0
1800,0
2700,0
3600,2
4500,7
5400,10
