exec time,2023-09-16-02-19-17.237
no. reads,1000
interval,1
file size,102400
Instant,AMAZONS3
0,39
30,40
60,42
180,57
300,68
600,92
900,138
1800,228
2700,229
3600,347
4500,692
5400,997
6300,997
7200,997
8100,997
9000,997
9900,997
10800,997
11700,997
12600,997
13500,997
14400,997
15300,997
16200,997
17100,997
18000,997
