exec time,2023-09-07-17-08-33.713
no. reads,100
interval,100
file size,2048
Instant,AMAZONS3
0,0
30,0
60,0
180,0
300,0
600,1
900,1
1800,2
2700,7
3600,9
4500,31
5400,77
