exec time,2023-09-04-15-26-51.985
no. reads,100
interval,1000
file size,64
Instant,AMAZONS3
0,0
30,0
60,0
180,0
300,0
600,0
900,0
1800,0
2700,2
3600,37
4500,84
5400,100
