exec time,2023-09-06-00-20-35.231
no. reads,1000
interval,100
file size,64
Instant,AMAZONS3
0,47
30,52
60,57
180,70
300,82
600,107
900,136
1800,198
2700,206
3600,364
4500,674
5400,988
6300,995
7200,995
8100,995
9000,995
9900,995
10800,995
11700,995
12600,995
13500,995
14400,995
15300,995
16200,995
17100,995
18000,995
